ID	%Miss	inferred_cluster_1	inferred_cluster_2	replication
SC015177	(0)	0.003	0.997	6
SC015179	(0)	0.003	0.997	6
SC015181	(0)	0.002	0.998	6
SC015191	(0)	0.002	0.998	6
SC025195	(0)	0.002	0.998	6
SC025196	(0)	0.020	0.980	6
SC030199	(0)	0.013	0.987	6
SC030200	(0)	0.003	0.997	6
SC030202	(0)	0.002	0.998	6
SC030203	(0)	0.001	0.999	6
SC030204	(0)	0.002	0.998	6
SC030207	(0)	0.003	0.997	6
SC030208	(0)	0.001	0.999	6
SC030210	(0)	0.021	0.979	6
SC040212	(0)	0.002	0.998	6
SC040214	(0)	0.002	0.998	6
SC040215	(0)	0.002	0.998	6
SC040219	(0)	0.002	0.998	6
SC040222	(0)	0.002	0.998	6
SC040223	(0)	0.002	0.998	6
SC040224	(0)	0.010	0.990	6
SC040226	(0)	0.002	0.998	6
SC040227	(0)	0.002	0.998	6
SC040228	(0)	0.002	0.998	6
SC040229	(0)	0.002	0.998	6
SC040231	(0)	0.002	0.998	6
SC040232	(0)	0.002	0.998	6
SC040233	(0)	0.002	0.998	6
SC040236	(0)	0.002	0.998	6
SC040237	(0)	0.002	0.998	6
SC040238	(0)	0.003	0.997	6
SC040239	(0)	0.013	0.987	6
SC040240	(0)	0.002	0.998	6
SC040241	(0)	0.002	0.998	6
SC040242	(0)	0.002	0.998	6
SC040247	(0)	0.002	0.998	6
SC040249	(0)	0.006	0.994	6
SC040251	(0)	0.002	0.998	6
SC040254	(0)	0.007	0.993	6
SC040255	(0)	0.024	0.976	6
SC040256	(0)	0.002	0.998	6
SC040258	(0)	0.011	0.989	6
SC040259	(0)	0.002	0.998	6
SC040262	(0)	0.003	0.997	6
SC040263	(0)	0.002	0.998	6
SC040265	(0)	0.010	0.990	6
SC040266	(0)	0.001	0.999	6
SC040267	(0)	0.002	0.998	6
SC040268	(0)	0.002	0.998	6
SC040269	(0)	0.001	0.999	6
SC040270	(0)	0.002	0.998	6
SC040271	(0)	0.002	0.998	6
SC040272	(0)	0.003	0.997	6
SC040273	(0)	0.001	0.999	6
SC040274	(0)	0.002	0.998	6
SC040275	(0)	0.206	0.794	6
SC040277	(0)	0.016	0.984	6
SC040278	(0)	0.002	0.998	6
SC040279	(0)	0.002	0.998	6
SC040281	(0)	0.003	0.997	6
SC040282	(0)	0.002	0.998	6
SC040283	(0)	0.002	0.998	6
SC040284	(0)	0.032	0.968	6
SC040285	(0)	0.002	0.998	6
SC040286	(0)	0.002	0.998	6
SC040288	(0)	0.002	0.998	6
SC040289	(0)	0.003	0.997	6
SC040292	(0)	0.001	0.999	6
SC040294	(0)	0.002	0.998	6
SC040295	(0)	0.022	0.978	6
SC040296	(0)	0.002	0.998	6
SC040297	(0)	0.002	0.998	6
SC040300	(0)	0.003	0.997	6
SC040301	(0)	0.002	0.998	6
SC040302	(0)	0.002	0.998	6
SC040303	(0)	0.002	0.998	6
SC040304	(0)	0.003	0.997	6
SC040305	(0)	0.002	0.998	6
SC040307	(0)	0.001	0.999	6
SC040308	(0)	0.002	0.998	6
SC040309	(0)	0.002	0.998	6
SC040311	(0)	0.003	0.997	6
SC040312	(0)	0.001	0.999	6
SC040313	(0)	0.002	0.998	6
SC040314	(0)	0.002	0.998	6
SC040316	(0)	0.003	0.997	6
SC040317	(0)	0.002	0.998	6
SC040318	(0)	0.002	0.998	6
SC040319	(0)	0.002	0.998	6
SC040320	(0)	0.001	0.999	6
SC040321	(0)	0.007	0.993	6
SC040322	(0)	0.004	0.996	6
SC040323	(0)	0.001	0.999	6
SC040325	(0)	0.001	0.999	6
SC040327	(0)	0.002	0.998	6
SC040330	(0)	0.003	0.997	6
SC040331	(0)	0.002	0.998	6
SC040332	(0)	0.001	0.999	6
SC040334	(0)	0.002	0.998	6
SC040337	(0)	0.002	0.998	6
SC040338	(0)	0.003	0.997	6
SC040339	(0)	0.008	0.992	6
SC040340	(0)	0.003	0.997	6
SC040341	(0)	0.002	0.998	6
SC040344	(0)	0.002	0.998	6
SC040346	(0)	0.002	0.998	6
SC040348	(0)	0.002	0.998	6
SC040352	(0)	0.002	0.998	6
SC040353	(0)	0.001	0.999	6
SC040354	(0)	0.050	0.950	6
SC040355	(0)	0.001	0.999	6
SC040356	(0)	0.034	0.966	6
SC040358	(0)	0.002	0.998	6
SC040359	(0)	0.042	0.958	6
SC040360	(0)	0.002	0.998	6
SC040361	(0)	0.002	0.998	6
SC040362	(0)	0.004	0.996	6
SC040363	(0)	0.002	0.998	6
SC040365	(0)	0.003	0.997	6
SC040366	(0)	0.002	0.998	6
SC040368	(0)	0.015	0.985	6
SC930501	(0)	0.003	0.997	6
SC930502	(0)	0.002	0.998	6
SC930507	(0)	0.001	0.999	6
SC930508	(0)	0.002	0.998	6
SC930510	(0)	0.002	0.998	6
SC930511	(0)	0.002	0.998	6
SC930513	(0)	0.004	0.996	6
SC930514	(0)	0.003	0.997	6
SC930516	(0)	0.002	0.998	6
SC930517	(0)	0.001	0.999	6
SC930518	(0)	0.001	0.999	6
SC930519	(0)	0.001	0.999	6
SC930522	(0)	0.276	0.724	6
SC930524	(0)	0.002	0.998	6
SC930525	(0)	0.003	0.997	6
SC930526	(5)	0.034	0.966	6
SC930527	(0)	0.002	0.998	6
SC940529	(0)	0.009	0.991	6
SC940530	(0)	0.002	0.998	6
SC940531	(0)	0.006	0.994	6
SC940532	(0)	0.002	0.998	6
SC940533	(0)	0.002	0.998	6
SC940535	(0)	0.003	0.997	6
SC940536	(0)	0.002	0.998	6
SC940537	(0)	0.002	0.998	6
SC940538	(0)	0.004	0.996	6
SC940539	(0)	0.003	0.997	6
SC940540	(0)	0.002	0.998	6
SC940541	(0)	0.002	0.998	6
SC940543	(0)	0.218	0.782	6
SC940544	(0)	0.002	0.998	6
SC940545	(0)	0.002	0.998	6
SC940546	(0)	0.002	0.998	6
SC940547	(0)	0.004	0.996	6
SC940548	(0)	0.016	0.984	6
SC940549	(0)	0.002	0.998	6
SC940551	(0)	0.002	0.998	6
SC940552	(0)	0.006	0.994	6
SC940553	(0)	0.002	0.998	6
SC940554	(0)	0.002	0.998	6
SC940555	(0)	0.002	0.998	6
SC940556	(0)	0.001	0.999	6
SC940558	(0)	0.003	0.997	6
SC940559	(0)	0.003	0.997	6
SC940560	(0)	0.309	0.691	6
SC940561	(0)	0.010	0.990	6
SC940564	(0)	0.001	0.999	6
SC940565	(0)	0.011	0.989	6
SC940566	(0)	0.011	0.989	6
SC940568	(0)	0.002	0.998	6
SC940570	(0)	0.002	0.998	6
SC940572	(0)	0.001	0.999	6
SC940573	(0)	0.004	0.996	6
SC940574	(0)	0.001	0.999	6
SC940577	(0)	0.005	0.995	6
SC940579	(0)	0.009	0.991	6
SC955052	(0)	0.014	0.986	6
SC955054	(5)	0.003	0.997	6
SC955055	(5)	0.003	0.997	6
SC955057	(11)	0.013	0.987	6
SC955058	(5)	0.002	0.998	6
SC955059	(0)	0.002	0.998	6
SC955060	(0)	0.002	0.998	6
SC955061	(0)	0.003	0.997	6
SC955062	(5)	0.001	0.999	6
SC955063	(5)	0.002	0.998	6
SC955064	(0)	0.002	0.998	6
SC955065	(0)	0.004	0.996	6
SC955066	(5)	0.003	0.997	6
SC955069	(16)	0.002	0.998	6
SC975071	(0)	0.002	0.998	6
SC975072	(0)	0.002	0.998	6
SC985074	(0)	0.001	0.999	6
SC985076	(0)	0.003	0.997	6
SC985077	(0)	0.002	0.998	6
SC985078	(0)	0.006	0.994	6
SC985079	(0)	0.012	0.988	6
SC985080	(0)	0.003	0.997	6
SC985081	(0)	0.003	0.997	6
SC985082	(0)	0.003	0.997	6
SC985083	(0)	0.002	0.998	6
SC985084	(0)	0.004	0.996	6
SC985085	(0)	0.002	0.998	6
SC985086	(0)	0.001	0.999	6
SC985088	(0)	0.005	0.995	6
SC985089	(0)	0.223	0.777	6
SC985091	(0)	0.002	0.998	6
SC985092	(0)	0.003	0.997	6
SC985093	(0)	0.002	0.998	6
SC985095	(0)	0.134	0.866	6
SC985096	(0)	0.003	0.997	6
SC985097	(0)	0.002	0.998	6
SC985098	(0)	0.002	0.998	6
SC985099	(0)	0.003	0.997	6
SC985100	(0)	0.007	0.993	6
SC985101	(0)	0.033	0.967	6
SC985102	(0)	0.002	0.998	6
SC985103	(0)	0.002	0.998	6
SC985105	(0)	0.047	0.953	6
SC985107	(0)	0.001	0.999	6
SC995108	(0)	0.025	0.975	6
SC995109	(0)	0.006	0.994	6
SC995110	(0)	0.003	0.997	6
SC995111	(0)	0.003	0.997	6
SC995112	(0)	0.002	0.998	6
SC995114	(0)	0.002	0.998	6
SC995115	(0)	0.003	0.997	6
SC995116	(0)	0.002	0.998	6
SC995117	(0)	0.001	0.999	6
SC995118	(0)	0.003	0.997	6
SC995119	(0)	0.008	0.992	6
SC995120	(0)	0.002	0.998	6
SC995121	(0)	0.002	0.998	6
SC995123	(0)	0.002	0.998	6
SC995126	(0)	0.001	0.999	6
NP025001	(0)	0.997	0.003	7
NP025002	(0)	0.988	0.012	7
NP025003	(0)	0.992	0.008	7
NP025004	(0)	0.990	0.010	7
NP025005	(0)	0.994	0.006	7
NP025006	(0)	0.994	0.006	7
NP025007	(0)	0.996	0.004	7
NP025008	(0)	0.992	0.008	7
NP025009	(0)	0.996	0.004	7
NP025010	(0)	0.993	0.007	7
NP025011	(0)	0.979	0.021	7
NP025012	(0)	0.994	0.006	7
NP025013	(0)	0.984	0.016	7
NP025014	(0)	0.989	0.011	7
NP961862	(5)	0.990	0.010	7
NP965791	(0)	0.980	0.020	7
NP965819	(0)	0.966	0.034	7
NP965820	(0)	0.994	0.006	7
NP965821	(0)	0.993	0.007	7
NP965824	(5)	0.907	0.093	7
NP966224	(11)	0.994	0.006	7
NP966248	(0)	0.992	0.008	7
NP966249	(0)	0.936	0.064	7
NP966253	(11)	0.976	0.024	7
NP966254	(0)	0.969	0.031	7
SC005129	(0)	0.019	0.981	7
SC005133	(0)	0.003	0.997	7
SC005134	(11)	0.220	0.780	7
SC005137	(0)	0.007	0.993	7
SC005138	(0)	0.012	0.988	7
SC005139	(0)	0.002	0.998	7
SC005141	(0)	0.002	0.998	7
SC005142	(0)	0.004	0.996	7
SC005143	(0)	0.001	0.999	7
SC005144	(0)	0.048	0.952	7
SC005145	(0)	0.002	0.998	7
SC005146	(0)	0.003	0.997	7
SC005149	(0)	0.002	0.998	7
SC005150	(0)	0.356	0.644	7
SC005151	(0)	0.002	0.998	7
SC005152	(0)	0.002	0.998	7
SC005156	(0)	0.002	0.998	7
SC005159	(0)	0.002	0.998	7
SC005161	(0)	0.001	0.999	7
SC005167	(0)	0.002	0.998	7
SC005173	(0)	0.002	0.998	7
SC015174	(0)	0.003	0.997	7
SC015175	(0)	0.778	0.222	7
SC015177	(0)	0.004	0.996	7
SC015179	(0)	0.003	0.997	7
SC015181	(0)	0.002	0.998	7
SC015191	(0)	0.003	0.997	7
SC025195	(0)	0.002	0.998	7
SC025196	(0)	0.021	0.979	7
SC030199	(0)	0.015	0.985	7
SC030200	(0)	0.004	0.996	7
SC030202	(0)	0.003	0.997	7
SC030203	(0)	0.002	0.998	7
SC030204	(0)	0.002	0.998	7
SC030207	(0)	0.003	0.997	7
SC030208	(0)	0.002	0.998	7
SC030210	(0)	0.025	0.975	7
SC040212	(0)	0.002	0.998	7
SC040214	(0)	0.002	0.998	7
SC040215	(0)	0.002	0.998	7
SC040219	(0)	0.002	0.998	7
SC040222	(0)	0.002	0.998	7
SC040223	(0)	0.002	0.998	7
SC040224	(0)	0.011	0.989	7
SC040226	(0)	0.002	0.998	7
SC040227	(0)	0.002	0.998	7
SC040228	(0)	0.002	0.998	7
SC040229	(0)	0.002	0.998	7
SC040231	(0)	0.002	0.998	7
SC040232	(0)	0.002	0.998	7
SC040233	(0)	0.002	0.998	7
SC040236	(0)	0.002	0.998	7
SC040237	(0)	0.002	0.998	7
SC040238	(0)	0.003	0.997	7
SC040239	(0)	0.016	0.984	7
SC040240	(0)	0.002	0.998	7
SC040241	(0)	0.003	0.997	7
SC040242	(0)	0.002	0.998	7
SC040247	(0)	0.002	0.998	7
SC040249	(0)	0.006	0.994	7
SC040251	(0)	0.002	0.998	7
SC040254	(0)	0.007	0.993	7
SC040255	(0)	0.024	0.976	7
SC040256	(0)	0.003	0.997	7
SC040258	(0)	0.013	0.987	7
SC040259	(0)	0.002	0.998	7
SC040262	(0)	0.003	0.997	7
SC040263	(0)	0.002	0.998	7
SC040265	(0)	0.011	0.989	7
SC040266	(0)	0.002	0.998	7
SC040267	(0)	0.002	0.998	7
SC040268	(0)	0.002	0.998	7
SC040269	(0)	0.002	0.998	7
SC040270	(0)	0.002	0.998	7
SC040271	(0)	0.002	0.998	7
SC040272	(0)	0.003	0.997	7
SC040273	(0)	0.002	0.998	7
SC040274	(0)	0.002	0.998	7
SC040275	(0)	0.200	0.800	7
SC040277	(0)	0.015	0.985	7
SC040278	(0)	0.002	0.998	7
SC040279	(0)	0.003	0.997	7
SC040281	(0)	0.004	0.996	7
SC040282	(0)	0.002	0.998	7
SC040283	(0)	0.002	0.998	7
SC040284	(0)	0.031	0.969	7
SC040285	(0)	0.002	0.998	7
SC040286	(0)	0.002	0.998	7
SC040288	(0)	0.002	0.998	7
SC040289	(0)	0.004	0.996	7
SC040292	(0)	0.002	0.998	7
SC040294	(0)	0.002	0.998	7
SC040295	(0)	0.024	0.976	7
SC040296	(0)	0.002	0.998	7
SC040297	(0)	0.002	0.998	7
SC040300	(0)	0.003	0.997	7
SC040301	(0)	0.002	0.998	7
SC040302	(0)	0.002	0.998	7
SC040303	(0)	0.003	0.997	7
SC040304	(0)	0.003	0.997	7
SC040305	(0)	0.002	0.998	7
SC040307	(0)	0.002	0.998	7
SC040308	(0)	0.002	0.998	7
SC040309	(0)	0.003	0.997	7
SC040311	(0)	0.003	0.997	7
SC040312	(0)	0.002	0.998	7
SC040313	(0)	0.002	0.998	7
SC040314	(0)	0.002	0.998	7
SC040316	(0)	0.004	0.996	7
SC040317	(0)	0.003	0.997	7
SC040318	(0)	0.002	0.998	7
SC040319	(0)	0.002	0.998	7
SC040320	(0)	0.002	0.998	7
SC040321	(0)	0.009	0.991	7
SC040322	(0)	0.005	0.995	7
SC040323	(0)	0.002	0.998	7
SC040325	(0)	0.002	0.998	7
SC040327	(0)	0.002	0.998	7
SC040330	(0)	0.003	0.997	7
SC040331	(0)	0.002	0.998	7
SC040332	(0)	0.002	0.998	7
SC040334	(0)	0.002	0.998	7
SC040337	(0)	0.002	0.998	7
SC040338	(0)	0.004	0.996	7
SC040339	(0)	0.010	0.990	7
SC040340	(0)	0.003	0.997	7
SC040341	(0)	0.002	0.998	7
SC040344	(0)	0.002	0.998	7
SC040346	(0)	0.002	0.998	7
SC040348	(0)	0.002	0.998	7
SC040352	(0)	0.002	0.998	7
SC040353	(0)	0.002	0.998	7
SC040354	(0)	0.062	0.938	7
SC040355	(0)	0.002	0.998	7
SC040356	(0)	0.036	0.964	7
SC040358	(0)	0.002	0.998	7
SC040359	(0)	0.040	0.960	7
SC040360	(0)	0.002	0.998	7
SC040361	(0)	0.002	0.998	7
SC040362	(0)	0.004	0.996	7
SC040363	(0)	0.002	0.998	7
SC040365	(0)	0.003	0.997	7
SC040366	(0)	0.003	0.997	7
SC040368	(0)	0.021	0.979	7
SC930501	(0)	0.003	0.997	7
SC930502	(0)	0.003	0.997	7
SC930507	(0)	0.002	0.998	7
SC930508	(0)	0.002	0.998	7
SC930510	(0)	0.002	0.998	7
SC930511	(0)	0.002	0.998	7
SC930513	(0)	0.005	0.995	7
SC930514	(0)	0.003	0.997	7
SC930516	(0)	0.002	0.998	7
SC930517	(0)	0.002	0.998	7
SC930518	(0)	0.001	0.999	7
SC930519	(0)	0.002	0.998	7
SC930522	(0)	0.266	0.734	7
SC930524	(0)	0.002	0.998	7
SC930525	(0)	0.004	0.996	7
SC930526	(5)	0.035	0.965	7
SC930527	(0)	0.002	0.998	7
SC940529	(0)	0.010	0.990	7
SC940530	(0)	0.002	0.998	7
SC940531	(0)	0.006	0.994	7
SC940532	(0)	0.002	0.998	7
SC940533	(0)	0.002	0.998	7
SC940535	(0)	0.003	0.997	7
SC940536	(0)	0.003	0.997	7
SC940537	(0)	0.002	0.998	7
SC940538	(0)	0.004	0.996	7
SC940539	(0)	0.003	0.997	7
SC940540	(0)	0.003	0.997	7
SC940541	(0)	0.002	0.998	7
SC940543	(0)	0.211	0.789	7
SC940544	(0)	0.002	0.998	7
SC940545	(0)	0.002	0.998	7
SC940546	(0)	0.002	0.998	7
SC940547	(0)	0.005	0.995	7
SC940548	(0)	0.015	0.985	7
SC940549	(0)	0.002	0.998	7
SC940551	(0)	0.002	0.998	7
SC940552	(0)	0.007	0.993	7
SC940553	(0)	0.002	0.998	7
SC940554	(0)	0.002	0.998	7
SC940555	(0)	0.002	0.998	7
SC940556	(0)	0.002	0.998	7
SC940558	(0)	0.003	0.997	7
SC940559	(0)	0.003	0.997	7
SC940560	(0)	0.298	0.702	7
SC940561	(0)	0.011	0.989	7
SC940564	(0)	0.002	0.998	7
SC940565	(0)	0.011	0.989	7
SC940566	(0)	0.013	0.987	7
SC940568	(0)	0.002	0.998	7
SC940570	(0)	0.002	0.998	7
SC940572	(0)	0.002	0.998	7
SC940573	(0)	0.004	0.996	7
SC940574	(0)	0.002	0.998	7
SC940577	(0)	0.005	0.995	7
SC940579	(0)	0.011	0.989	7
SC955052	(0)	0.015	0.985	7
SC955054	(5)	0.003	0.997	7
SC955055	(5)	0.003	0.997	7
SC955057	(11)	0.014	0.986	7
SC955058	(5)	0.003	0.997	7
SC955059	(0)	0.002	0.998	7
SC955060	(0)	0.002	0.998	7
SC955061	(0)	0.004	0.996	7
SC955062	(5)	0.002	0.998	7
SC955063	(5)	0.002	0.998	7
SC955064	(0)	0.002	0.998	7
SC955065	(0)	0.006	0.994	7
SC955066	(5)	0.003	0.997	7
SC955069	(16)	0.003	0.997	7
SC975071	(0)	0.002	0.998	7
SC975072	(0)	0.003	0.997	7
SC985074	(0)	0.002	0.998	7
SC985076	(0)	0.003	0.997	7
SC985077	(0)	0.002	0.998	7
SC985078	(0)	0.006	0.994	7
SC985079	(0)	0.013	0.987	7
SC985080	(0)	0.003	0.997	7
SC985081	(0)	0.003	0.997	7
SC985082	(0)	0.004	0.996	7
SC985083	(0)	0.002	0.998	7
SC985084	(0)	0.005	0.995	7
SC985085	(0)	0.002	0.998	7
SC985086	(0)	0.001	0.999	7
SC985088	(0)	0.006	0.994	7
SC985089	(0)	0.209	0.791	7
SC985091	(0)	0.002	0.998	7
SC985092	(0)	0.003	0.997	7
SC985093	(0)	0.002	0.998	7
SC985095	(0)	0.134	0.866	7
SC985096	(0)	0.004	0.996	7
SC985097	(0)	0.002	0.998	7
SC985098	(0)	0.002	0.998	7
SC985099	(0)	0.003	0.997	7
SC985100	(0)	0.007	0.993	7
SC985101	(0)	0.030	0.970	7
SC985102	(0)	0.003	0.997	7
SC985103	(0)	0.002	0.998	7
SC985105	(0)	0.044	0.956	7
SC985107	(0)	0.002	0.998	7
SC995108	(0)	0.026	0.974	7
SC995109	(0)	0.006	0.994	7
SC995110	(0)	0.003	0.997	7
SC995111	(0)	0.004	0.996	7
SC995112	(0)	0.002	0.998	7
SC995114	(0)	0.002	0.998	7
SC995115	(0)	0.003	0.997	7
SC995116	(0)	0.002	0.998	7
SC995117	(0)	0.002	0.998	7
SC995118	(0)	0.004	0.996	7
SC995119	(0)	0.009	0.991	7
SC995120	(0)	0.002	0.998	7
SC995121	(0)	0.002	0.998	7
SC995123	(0)	0.002	0.998	7
SC995126	(0)	0.002	0.998	7
NP025001	(0)	0.997	0.003	8
NP025002	(0)	0.988	0.012	8
NP025003	(0)	0.992	0.008	8
NP025004	(0)	0.988	0.012	8
NP025005	(0)	0.993	0.007	8
NP025006	(0)	0.994	0.006	8
NP025007	(0)	0.996	0.004	8
NP025008	(0)	0.991	0.009	8
NP025009	(0)	0.996	0.004	8
NP025010	(0)	0.993	0.007	8
NP025011	(0)	0.973	0.027	8
NP025012	(0)	0.993	0.007	8
NP025013	(0)	0.981	0.019	8
NP025014	(0)	0.987	0.013	8
NP961862	(5)	0.990	0.010	8
NP965791	(0)	0.970	0.030	8
NP965819	(0)	0.954	0.046	8
NP965820	(0)	0.994	0.006	8
NP965821	(0)	0.994	0.006	8
NP965824	(5)	0.843	0.157	8
NP966224	(11)	0.993	0.007	8
NP966248	(0)	0.991	0.009	8
NP966249	(0)	0.905	0.095	8
NP966253	(11)	0.969	0.031	8
NP966254	(0)	0.962	0.038	8
SC005129	(0)	0.018	0.982	8
SC005133	(0)	0.003	0.997	8
SC005134	(11)	0.231	0.769	8
SC005137	(0)	0.005	0.995	8
SC005138	(0)	0.009	0.991	8
SC005139	(0)	0.002	0.998	8
SC005141	(0)	0.001	0.999	8
SC005142	(0)	0.003	0.997	8
SC005143	(0)	0.001	0.999	8
SC005144	(0)	0.047	0.953	8
SC005145	(0)	0.002	0.998	8
SC005146	(0)	0.002	0.998	8
SC005149	(0)	0.002	0.998	8
SC005150	(0)	0.365	0.635	8
SC005151	(0)	0.002	0.998	8
SC005152	(0)	0.002	0.998	8
SC005156	(0)	0.001	0.999	8
SC005159	(0)	0.001	0.999	8
SC005161	(0)	0.001	0.999	8
SC005167	(0)	0.001	0.999	8
SC005173	(0)	0.001	0.999	8
SC015174	(0)	0.003	0.997	8
SC015175	(0)	0.821	0.179	8
SC015177	(0)	0.003	0.997	8
SC015179	(0)	0.002	0.998	8
SC015181	(0)	0.002	0.998	8
SC015191	(0)	0.002	0.998	8
SC025195	(0)	0.002	0.998	8
SC025196	(0)	0.018	0.982	8
SC030199	(0)	0.013	0.987	8
SC030200	(0)	0.003	0.997	8
SC030202	(0)	0.002	0.998	8
SC030203	(0)	0.001	0.999	8
SC030204	(0)	0.001	0.999	8
SC030207	(0)	0.003	0.997	8
SC030208	(0)	0.001	0.999	8
SC030210	(0)	0.024	0.976	8
SC040212	(0)	0.001	0.999	8
SC040214	(0)	0.002	0.998	8
SC040215	(0)	0.002	0.998	8
SC040219	(0)	0.002	0.998	8
SC040222	(0)	0.001	0.999	8
SC040223	(0)	0.002	0.998	8
SC040224	(0)	0.010	0.990	8
SC040226	(0)	0.002	0.998	8
SC040227	(0)	0.001	0.999	8
SC040228	(0)	0.002	0.998	8
SC040229	(0)	0.001	0.999	8
SC040231	(0)	0.002	0.998	8
SC040232	(0)	0.002	0.998	8
SC040233	(0)	0.002	0.998	8
SC040236	(0)	0.001	0.999	8
SC040237	(0)	0.002	0.998	8
SC040238	(0)	0.002	0.998	8
SC040239	(0)	0.012	0.988	8
SC040240	(0)	0.002	0.998	8
SC040241	(0)	0.002	0.998	8
SC040242	(0)	0.002	0.998	8
SC040247	(0)	0.001	0.999	8
SC040249	(0)	0.005	0.995	8
SC040251	(0)	0.002	0.998	8
SC040254	(0)	0.006	0.994	8
SC040255	(0)	0.022	0.978	8
SC040256	(0)	0.002	0.998	8
SC040258	(0)	0.010	0.990	8
SC040259	(0)	0.001	0.999	8
SC040262	(0)	0.003	0.997	8
SC040263	(0)	0.001	0.999	8
SC040265	(0)	0.009	0.991	8
SC040266	(0)	0.001	0.999	8
SC040267	(0)	0.002	0.998	8
SC040268	(0)	0.002	0.998	8
SC040269	(0)	0.001	0.999	8
SC040270	(0)	0.002	0.998	8
SC040271	(0)	0.001	0.999	8
SC040272	(0)	0.002	0.998	8
SC040273	(0)	0.001	0.999	8
SC040274	(0)	0.002	0.998	8
SC040275	(0)	0.206	0.794	8
SC040277	(0)	0.015	0.985	8
SC040278	(0)	0.002	0.998	8
SC040279	(0)	0.002	0.998	8
SC040281	(0)	0.003	0.997	8
SC040282	(0)	0.002	0.998	8
SC040283	(0)	0.001	0.999	8
SC040284	(0)	0.029	0.971	8
SC040285	(0)	0.002	0.998	8
SC040286	(0)	0.002	0.998	8
SC040288	(0)	0.001	0.999	8
SC040289	(0)	0.003	0.997	8
SC040292	(0)	0.001	0.999	8
SC040294	(0)	0.002	0.998	8
SC040295	(0)	0.024	0.976	8
SC040296	(0)	0.002	0.998	8
SC040297	(0)	0.002	0.998	8
SC040300	(0)	0.002	0.998	8
SC040301	(0)	0.001	0.999	8
SC040302	(0)	0.002	0.998	8
SC040303	(0)	0.002	0.998	8
SC040304	(0)	0.003	0.997	8
SC040305	(0)	0.002	0.998	8
SC040307	(0)	0.001	0.999	8
SC040308	(0)	0.001	0.999	8
SC040309	(0)	0.002	0.998	8
SC040311	(0)	0.002	0.998	8
SC040312	(0)	0.001	0.999	8
SC040313	(0)	0.002	0.998	8
SC040314	(0)	0.002	0.998	8
SC040316	(0)	0.003	0.997	8
SC040317	(0)	0.002	0.998	8
SC040318	(0)	0.002	0.998	8
SC040319	(0)	0.002	0.998	8
SC040320	(0)	0.001	0.999	8
SC040321	(0)	0.007	0.993	8
SC040322	(0)	0.004	0.996	8
SC040323	(0)	0.001	0.999	8
SC040325	(0)	0.001	0.999	8
SC040327	(0)	0.002	0.998	8
SC040330	(0)	0.002	0.998	8
SC040331	(0)	0.002	0.998	8
SC040332	(0)	0.001	0.999	8
SC040334	(0)	0.002	0.998	8
SC040337	(0)	0.002	0.998	8
SC040338	(0)	0.003	0.997	8
SC040339	(0)	0.008	0.992	8
SC040340	(0)	0.003	0.997	8
SC040341	(0)	0.002	0.998	8
SC040344	(0)	0.001	0.999	8
SC040346	(0)	0.001	0.999	8
SC040348	(0)	0.001	0.999	8
SC040352	(0)	0.001	0.999	8
SC040353	(0)	0.001	0.999	8
SC040354	(0)	0.055	0.945	8
SC040355	(0)	0.001	0.999	8
SC040356	(0)	0.031	0.969	8
SC040358	(0)	0.002	0.998	8
SC040359	(0)	0.039	0.961	8
SC040360	(0)	0.002	0.998	8
SC040361	(0)	0.001	0.999	8
SC040362	(0)	0.003	0.997	8
SC040363	(0)	0.002	0.998	8
SC040365	(0)	0.002	0.998	8
SC040366	(0)	0.002	0.998	8
SC040368	(0)	0.017	0.983	8
SC930501	(0)	0.002	0.998	8
SC930502	(0)	0.002	0.998	8
SC930507	(0)	0.001	0.999	8
SC930508	(0)	0.002	0.998	8
SC930510	(0)	0.002	0.998	8
SC930511	(0)	0.002	0.998	8
SC930513	(0)	0.004	0.996	8
SC930514	(0)	0.002	0.998	8
SC930516	(0)	0.002	0.998	8
SC930517	(0)	0.001	0.999	8
SC930518	(0)	0.001	0.999	8
SC930519	(0)	0.001	0.999	8
SC930522	(0)	0.278	0.722	8
SC930524	(0)	0.001	0.999	8
SC930525	(0)	0.003	0.997	8
SC930526	(5)	0.032	0.968	8
SC930527	(0)	0.001	0.999	8
SC940529	(0)	0.007	0.993	8
SC940530	(0)	0.001	0.999	8
SC940531	(0)	0.004	0.996	8
SC940532	(0)	0.002	0.998	8
SC940533	(0)	0.002	0.998	8
SC940535	(0)	0.002	0.998	8
SC940536	(0)	0.002	0.998	8
SC940537	(0)	0.001	0.999	8
SC940538	(0)	0.003	0.997	8
SC940539	(0)	0.003	0.997	8
SC940540	(0)	0.002	0.998	8
SC940541	(0)	0.002	0.998	8
SC940543	(0)	0.220	0.780	8
SC940544	(0)	0.001	0.999	8
SC940545	(0)	0.001	0.999	8
SC940546	(0)	0.002	0.998	8
SC940547	(0)	0.004	0.996	8
SC940548	(0)	0.013	0.987	8
SC940549	(0)	0.001	0.999	8
SC940551	(0)	0.002	0.998	8
SC940552	(0)	0.005	0.995	8
SC940553	(0)	0.002	0.998	8
SC940554	(0)	0.002	0.998	8
SC940555	(0)	0.002	0.998	8
SC940556	(0)	0.001	0.999	8
SC940558	(0)	0.003	0.997	8
SC940559	(0)	0.003	0.997	8
SC940560	(0)	0.308	0.692	8
SC940561	(0)	0.009	0.991	8
